document_id,document_text
"Periodo_133_Reunion_1_01"," Página  Votación Nominal  1 de 11  133 Período Ordinario - 1ª Sesión Especial - 1º Reunión Expediente 2-PE-2015 - Orden del Día 1893 - Votación en General.  Acta Nº 1  Fecha: 09/04/2015  Ult.Mod.Ver 2  Base Mayoría: Votos Emitidos  Tipo de Mayoría: Más de la mitad  Miembros del cuerpo: 257  Hora: 2:15  Tipo de Quorum: Más de la mitad  Resultado de la Votación:  AFIRMATIVO  Presidente: DOMINGUEZ, Julián Andrés  Presentes Ausentes  Identificados 235  Sin Identificar 0  Apellido y Nombre  Total 235 22  Diputados Presidente Votos Afirmativos 223 0 Votos Negativos 4 0 Abstenciones 7 0  Bloque político  Desempate 0 0  Total 223 4 7  Provincia  ABDALA DE MATARAZZO, Norma Amanda Frente Cívico por Santiago  Santiago del Estero  AFIRMATIVO  ABRAHAM, Alejandro  Frente para la Victoria - PJ  Mendoza  AFIRMATIVO  AGUAD, Oscar Raúl  Unión Cívica Radical  Córdoba  AFIRMATIVO  AGUILAR, Lino Walter  Compromiso Federal  San Luis  AFIRMATIVO  ALFONSIN, Ricardo  Unión Cívica Radical  Buenos Aires  AFIRMATIVO  ALONSO, Laura  Unión PRO  Cdad. Aut. Bs. As.  AFIRMATIVO  ALONSO, María Luz  Frente para la Victoria - PJ  La Pampa  AFIRMATIVO  ARENAS, Berta Hortensia  Compromiso Federal  San Luis  AFIRMATIVO  ARREGUI, Andrés Roberto  Frente para la Victoria - PJ  Buenos Aires  AFIRMATIVO  AVOSCAN, Herman Horacio  Frente para la Victoria - PJ  Rio Negro  AFIRMATIVO  Observaciones: Expediente 2-PE-2015 - Orden del Día 1893. Política de reactivación de los ferrocarriles de pasajeros y de cargas. Declaración de interés público nacional y como objetivo prioritario de la República Argentina. Constitución de Ferrocarriles Argentinos Sociedad del Estado. Dictamen de Mayoría.  Modificación realizada el 09/04/2015 a las 02:19  2-PE-15 LEY Política de reactivación de los ferrocarriles de pasajeros y de cargas. Declaración de interés público nacional y como objetivo prioritario de la República Argentina. Constitución de Ferrocarriles Argentinos Sociedad del Estado. -  "
"Periodo_133_Reunion_2_03"," Página  Votación Nominal  1 de 10  133 Período Ordinario - 2ª Sesión de Tablas - 2º Reunión Votación en General y Particular de Proyectos de Ley.  Acta Nº 3  Fecha: 29/04/2015  Ult.Mod.Ver 2  Base Mayoría: Votos Emitidos  Tipo de Mayoría: Más de la mitad  Miembros del cuerpo: 257  Hora: 18:10  Tipo de Quorum: Más de la mitad  Resultado de la Votación:  AFIRMATIVO  Presidente: DOMINGUEZ, Julián Andrés  Presentes Ausentes  Identificados 222  Sin Identificar 0  Apellido y Nombre  Total 222 35  Diputados Presidente Votos Afirmativos 221 0 Votos Negativos 0 0 Abstenciones 0 0  Bloque político  Desempate 0 0  Total 221 0 0  Provincia  ABDALA DE MATARAZZO, Norma Amanda Frente Cívico por Santiago  Santiago del Estero  AFIRMATIVO  ABRAHAM, Alejandro  Frente para la Victoria - PJ  Mendoza  AFIRMATIVO  AGUAD, Oscar Raúl  Unión Cívica Radical  Córdoba  AFIRMATIVO  AGUILAR, Lino Walter  Compromiso Federal  San Luis  AFIRMATIVO  ALEGRE, Oscar Gilberto  Frente Renovador  Buenos Aires  AFIRMATIVO  ALFONSIN, Ricardo  Unión Cívica Radical  Buenos Aires  AFIRMATIVO  ALONSO, Laura  Unión PRO  Cdad. Aut. Bs. As.  AFIRMATIVO  ALONSO, María Luz  Frente para la Victoria - PJ  La Pampa  AFIRMATIVO  ARENAS, Berta Hortensia  Compromiso Federal  San Luis  AFIRMATIVO  ARREGUI, Andrés Roberto  Frente para la Victoria - PJ  Buenos Aires  AFIRMATIVO  ASSEFF, Alberto Emilio  UNIR  Buenos Aires  AFIRMATIVO  AVOSCAN, Herman Horacio  Frente para la Victoria - PJ  Rio Negro  AFIRMATIVO  BALCEDO, María Ester  Frente para la Victoria - PJ  Buenos Aires  AFIRMATIVO  BALDASSI, Héctor Walter  Unión PRO  Córdoba  AFIRMATIVO  BARCHETTA, Omar Segundo  Partido Socialista  Santa Fe  AFIRMATIVO  BARDEGGIA, Luis Maria  Frente para la Victoria - PJ  Rio Negro  AFIRMATIVO  BARLETTA, Mario Domingo  Unión Cívica Radical  Santa Fe  AFIRMATIVO  BARRETO, Jorge Rubén  Frente para la Victoria - PJ  Entre Ríos  AFIRMATIVO  BASTERRA, Luis Eugenio  Frente para la Victoria - PJ  Formosa  AFIRMATIVO  BAZZE, Miguel Ángel  Unión Cívica Radical  Buenos Aires  AFIRMATIVO  BEDANO, Nora Esther  Frente para la Victoria - PJ  Córdoba  AFIRMATIVO  0075-S-13 LEY Bandera Nacional de la Libertad Civil, creada por el general Manuel Belgrano. Reconocimiento como símbolo patrio histórico. - 119-S-14 LEY Acuerdo de Cooperación Técnica entre el Gobierno de la República Argentina y el Gobierno de la República de Côte d’Ivoire, suscrito en Buenos Aires el 5 de febrero de 2014. - 122-S-14 LEY Acuerdo sobre Cooperación Técnica entre el Gobierno de la República Argentina y el Gobierno de Belice, suscrito en Buenos Aires, el 22 de octubre de 2013. - 868-D-15 LEY Pueblos indígenas. Acceso a la información sobre políticas públicas en materia de vacunación y política socio-sanitaria. - 7957-D-14 LEY Ciudadanos argentinos que recuperaron temporalmente nuestras islas Malvinas, combatiendo en defensa de la soberanía de nuestra Nación. Reco\xadnocimiento como “Ciudadano Ilustre del Bicentenario de la República Argentina”. - 9603-D-14 LEY Leyes 24.043, 24.411 y 26.564 sobre la caducidad de los beneficios para los detenidos-desaparecidos durante la última dictadura militar. -  "
